mol_id,title,num_confs,has_sites,b_lp_Chiralities_Consistent,i_epik_Tot_Q,i_epik_Tot_abs_Q,i_f3d_flags,i_lp_mmshare_version,i_m_ct_format,i_m_source_file_index,i_mol_phasedb_index,r_epik_Charging_Adjusted_Penalty,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_f3d_energy,r_f3d_relative_energy,r_lp_Energy,r_lp_tautomer_probability,s_epik_Chemistry_Notes,s_epik_cmdline,s_epik_input,s_lp_Force_Field,s_lp_Variant,s_lp_label,s_m_source_file,s_phase_Unique_SMILES,s_phase_variant,s_st_Chirality_1,s_st_Chirality_2,s_st_Chirality_3,s_st_Chirality_4,s_st_Chirality_5,s_st_Chirality_6,s_st_EZ_1
25,Z1596551118,10,1,1,0,0,0,57141,2,20,25,0,0,0,0,-0,125.50714,0,48.807165,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xU1tDSDJdW0NIMl1bQ0BASF0xTihbQ0gzXSlDKD1PKVtOSF1bQ0BIXTJbQ0gyXVtDSDJdT1tDQEBIXTJjM1tjSF1bY0hdYyhGKWMoRilbY0hdMw==,OPLS_2005,Z1596551118-6,20_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_6,phasedb_3-LIGPREP-001-in.maegz,C1SCC[C@H]1N(C)C(=O)N[C@H]2[C@H](OCC2)c3cc(F)c(F)cc3,Z1596551118-1,6_R_5_10_7_28,10_R_9_6_11_33,19_R_2_23_20_37,NULL,NULL,NULL,NULL
26,Z730732636,10,1,1,0,0,0,57141,2,21,26,0,0,0,0,-0,288.46956,0,52.748496,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMW5vYyhuMSlbQ0BIXTJbQ0gyXVtDSDJdW0NIMl1OKFtDSDJdMilDKD1PKUMzKFtDSDJdW0NIMl1bQ0gyXVtDSDJdMyljNFtjSF1bY0hdYyhGKVtjSF1bY0hdNA==,OPLS_2005,Z730732636-2,21_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,c1cc(F)ccc1C2(CCCC2)C(=O)N(C3)CCC[C@H]3c(on4)nc4C,Z730732636-1,6_R_5_25_7_30,NULL,NULL,NULL,NULL,NULL,NULL
27,Z1823944878,10,1,1,0,0,0,57141,2,22,27,0,0.0002,0,0.0002,-0,45.52239999999999,0,31.585739,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFbY0hdW2NIXWMoW2NIXW4xKS1jMm5vYyhuMilbQ0BIXShjM1tjSF1bY0hdW2NIXVtjSF1jM0YpTjRbQ0gyXVtDSDJdT1tDSDJdW0NIMl00,OPLS_2005,Z1823944878-1,22_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,c1cccc(F)c1[C@H](N2CCOCC2)c3nc(no3)-c4ccc(nc4)OC,Z1823944878-1,11_S_19_10_12_33,NULL,NULL,NULL,NULL,NULL,NULL
28,Z1725385755,10,1,1,0,0,0,57141,2,23,28,0,0.0005999999999999999,0,0.0005999999999999999,-0,30.24848000000001,0,12.501721,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFuYyhbQ0gzXSluYyhjMVtDSDNdKU4yW0NIMl1bQ0gyXU9bQ0BASF0oW0NIMl0yKWMzW2NIXW5uKFtDSDNdKVtjSF0z,OPLS_2005,Z1725385755-1,23_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,COc1nc(C)nc(c1C)N(CCO2)C[C@H]2c3cnn(C)c3,Z1725385755-1,13_R_12_20_14_33,NULL,NULL,NULL,NULL,NULL,NULL
29,Z1632333222,10,1,1,0,0,0,57141,2,24,29,0,0.0001,0,0.0001,-0,32.73529,0,37.163877,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1bY0hdYyhbY0hdYzFGKVtDQEhdKFtDSDNdKVtOSF1DKD1PKVtOSF1bQ0gyXVtDQEhdMltDSDJdQyg9TylOKFtDSDJdMilbQ0hdM1tDSDJdW0NIMl0z,OPLS_2005,Z1632333222-4,24_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-001-in.maegz,c1cc(C)c(F)cc1[C@@H](C)NC(=O)NC[C@H](CC2=O)CN2C3CC3,Z1632333222-1,6_R_8_5_7_30,13_S_21_12_14_38,NULL,NULL,NULL,NULL,NULL
30,Z1743820919,10,1,1,1,1,0,57141,2,25,30,0.557968785420706,0.279,0.279,0,0.279,1038.8714,0,45.11815,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,TiNDYzFbY0hdbmMoYyhDbClbY0hdMSlOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXTJbQ0gyXU4zW0NIMl1bQ0gyXU9bQ0gyXVtDSDJdMw==,OPLS_2005,Z1743820919-2,25_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,N#Cc1cc(Cl)c(nc1)N2CCC[C@H]2C[NH+]3CCOCC3,Z1743820919-1,11_S_7_12_10_29,NULL,NULL,NULL,NULL,NULL,NULL
31,Z1743820919,10,1,1,0,0,0,57141,2,25,31,0.580271808526696,0.5803,0,0.5803,0.5803,46.34814,0,53.471593,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,TiNDYzFbY0hdbmMoYyhDbClbY0hdMSlOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXTJbQ0gyXU4zW0NIMl1bQ0gyXU9bQ0gyXVtDSDJdMw==,OPLS_2005,Z1743820919-4,25_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,N#Cc1cc(Cl)c(nc1)N2CCC[C@H]2CN3CCOCC3,Z1743820919-2,11_S_7_12_10_29,NULL,NULL,NULL,NULL,NULL,NULL
32,Z1743820942,10,1,1,2,2,0,57141,2,26,32,1.0782399988666,0.6904,0.6904,0,0.3878,1072.36505,0,47.317343,0.999336275638084,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0hdMWMobjIpbmMoW2NIXWMyW0NIM10pTjNbQ0gyXVtDSDJdW0NIMl1bQ0BASF0zW0NIMl1ONFtDSDJdW0NIMl1PW0NIMl1bQ0gyXTQ=,OPLS_2005,Z1743820942-1,26_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,C1COCC[NH+]1C[C@H]2CCCN2c(cc3C)nc([nH+]3)C4CC4,Z1743820942-1,9_R_5_10_8_33,NULL,NULL,NULL,NULL,NULL,NULL
33,Z1743820942,10,1,1,1,1,0,57141,2,26,33,0.526289159474315,0.5263,0.09180000000000001,0.4345,0.4345,41.15074,0,61.720652,0.999336275638084,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0hdMWMobjIpbmMoW2NIXWMyW0NIM10pTjNbQ0gyXVtDSDJdW0NIMl1bQ0BASF0zW0NIMl1ONFtDSDJdW0NIMl1PW0NIMl1bQ0gyXTQ=,OPLS_2005,Z1743820942-4,26_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,C1COCCN1C[C@@H]2CCCN2c(cc3C)nc([nH+]3)C4CC4,Z1743820942-2,9_S_5_10_8_33,NULL,NULL,NULL,NULL,NULL,NULL
34,Z1759958696,10,1,1,1,1,0,57141,2,27,34,0.08260486746396691,0.0413,0.0413,0,0.0413,1115.23066,0,24.029268,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bTkhdQyg9TyljMVtjSF1bY0hdYyhuMVtDSDNdKVtDQEhdMltDSDJdW0NIMl1bQ0gyXVtDSDJdTjJbQ0gyXVtDQEhdKFtPSF0pW0NIMl1PW0NIXShbQ0gzXSlbQ0gzXQ==,OPLS_2005,Z1759958696-5,27_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_5,phasedb_3-LIGPREP-001-in.maegz,CNC(=O)c1ccc(n1C)[C@H]2CCCC[N@@H+]2C[C@@H](O)COC(C)C,Z1759958696-1,9_R_14_8_10_31,14_R_9_15_13_56,16_R_17_18_15_42,NULL,NULL,NULL,NULL
35,Z1744643728,10,1,1,0,0,0,57141,2,28,35,0,0,0,0,-0,36.25826,0,37.871452,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11DMShbQ0gzXSlbQ0gyXVtDSDJdW0NAQEhdKE8xKVtDSDJdW05IXUMoPU8pW0NASF0yW0NIMl1DKD1PKU4oW0NIMl0yKWMzW2NIXVtjSF1bY0hdW2NIXWMzQnI=,OPLS_2005,Z1744643728-4,28_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-001-in.maegz,CC1(C)CC[C@H](O1)CNC(=O)[C@H](CC2=O)CN2c3c(Br)cccc3,Z1744643728-1,6_S_24_7_5_35,11_R_9_23_12_39,NULL,NULL,NULL,NULL,NULL
36,Z1708478891,10,1,1,1,1,0,57141,2,29,36,0.11414047555324,0.0571,0.0571,0,0.0571,155.83867,0,41.866727,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXU4oW0NIM10pW0NIMl1bQ0BASF0oW0NIXShbQ0gzXSlbQ0gzXSlbTkhdQyg9TyljMltjSF1bY0hdW2NIXWMoW2NIXTIpW05IXUMoPU8pW0NASF0zW0NIMl1bQ0gyXVtDSDJdTzM=,OPLS_2005,Z1708478891-6,29_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_6,phasedb_3-LIGPREP-001-in.maegz,O1CCC[C@H]1C(=O)Nc(ccc2)cc2C(=O)N[C@@H](C(C)C)C[N@@H+](C)Cc3ccccc3,Z1708478891-1,4_S_15_5_2_39,6_S_5_8_7_65,26_S_30_24_27_57,NULL,NULL,NULL,NULL
37,Z1725247483,10,1,1,0,0,0,57141,2,30,37,0,0.0002,0,0.0002,-0,27.02303,0,17.582952,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXWMxbm9jKFtDSDJdW0NIM10pYzFbQ0gyXUMoPU8pTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0yYzNbY0hdc2MobjMpW0NIM10=,OPLS_2005,Z1725247483-1,30_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,CCc1onc(CC)c1CC(=O)N2CCC[C@@H]2c(cs3)nc3C,Z1725247483-1,17_R_13_18_16_24,NULL,NULL,NULL,NULL,NULL,NULL
38,Z1693246458,10,1,1,1,1,0,57141,2,31,38,0.6596616853217599,0.3298,0.3298,0,0.3298,1046.95458,0,51.92058,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFbY0hdW2NIXVtjSF1bY0hdYzFbQ0BASF0oW0NIM10pTjJbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMilDKD1PKWMoW2NIXW4zKWMobjM0KVtDSDJdW0NIMl1bQ0gyXVtDSDJdNA==,OPLS_2005,Z1693246458-1,31_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,C1CCCn(c12)ncc2C(=O)N3CC[NH+](CC3)[C@H](C)c4ccccn4,Z1693246458-1,2_R_9_3_1_29,NULL,NULL,NULL,NULL,NULL,NULL
39,Z1693246458,10,1,1,0,0,0,57141,2,31,39,0.504331236698501,0.5044,0,0.5044,0.5043,73.40131,0,48.601158,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFbY0hdW2NIXVtjSF1bY0hdYzFbQ0BASF0oW0NIM10pTjJbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMilDKD1PKWMoW2NIXW4zKWMobjM0KVtDSDJdW0NIMl1bQ0gyXVtDSDJdNA==,OPLS_2005,Z1693246458-3,31_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,C1CCCn(c12)ncc2C(=O)N3CCN(CC3)[C@H](C)c4ccccn4,Z1693246458-2,2_R_9_3_1_29,NULL,NULL,NULL,NULL,NULL,NULL
40,Z1631632878,10,1,1,0,0,0,57141,2,32,40,0,0.0012,0,0.0012,-0,19.43532,0,25.319105,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdYyhbQ0gzXSlbY0hdYyhjMTIpTihbQ0gyXVtDSDJdMilbQ0gyXWMzW2NIXW5uKFtjSF0zKVtDQEBdNChbQ0gzXSlbQ0gyXVtDSDJdUyg9TykoPU8pW0NIMl00,OPLS_2005,Z1631632878-2,32_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,c1cc(C)cc(c12)N(CC2)Cc3cnn(c3)[C@]4(C)CCS(=O)(=O)C4,Z1631632878-1,14_R_13_21_16_15,NULL,NULL,NULL,NULL,NULL,NULL
41,Z1763608227,10,1,1,0,0,0,57141,2,33,41,0,0,0,0,-0,69.89821000000001,0,33.286318,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11OKFtDSDNdKUMoPU8pW0NASF0xW0NIMl1bQ0gyXVtDSDJdTjFDKD1PKWMobm8yKWMoYzIzKVtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NIMl0z,OPLS_2005,Z1763608227-1,33_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,CN(C)C(=O)[C@H]1CCCN1C(=O)c2noc(c23)CCCCC3,Z1763608227-1,6_R_10_4_7_29,NULL,NULL,NULL,NULL,NULL,NULL
42,Z237893114,10,1,1,0,0,0,57141,2,34,42,0,0,0,0,-0,51.13943999999999,0,14.219719,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXU4oW0NIMl1bQ0gzXSlTKD1PKSg9TylOKFtDSDJdW0NIMl0xKVtDSDJdYyhjMTIpYzNjKFtuSF0yKVtjSF1bY0hdW2NIXVtjSF0z,OPLS_2005,Z237893114-1,34_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,CCN(CC)S(=O)(=O)N(C1)CCc(c1c23)[nH]c2cccc3,Z237893114-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,Z1771829677,10,1,1,0,0,0,57141,2,35,43,0,0,0,0,-0,75.43775000000001,0,55.128246,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1bY0hdYyhjKFtDSDNdKVtjSF0xKVtOSF1DKD1PKU4yW0NIMl1bQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMilDKD1PKVtDSF0zW0NIMl1bQ0gyXTM=,OPLS_2005,Z1771829677-1,35_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,C1CC1C(=O)N2CCCN(CC2)C(=O)Nc(c3C)ccc(C)c3,Z1771829677-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,Z1667311091,10,1,1,1,1,0,57141,2,36,44,0.731892165846149,0.3659,0.3659,0,0.3659,24.62313,0,5.912349,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1jKGMxMilvYyhbY0hdMilbQ0BIXShbQ0gzXSlbTkhdW0NIMl1jM25vYyhuMylbQ0hdNFtDSDJdW0NIMl1PW0NIMl1bQ0gyXTQ=,OPLS_2005,Z1667311091-1,36_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,c1cccc(c12)oc(c2)[C@H](C)[NH2+]Cc3nc(on3)C4CCOCC4,Z1667311091-1,2_S_3_16_1_28,NULL,NULL,NULL,NULL,NULL,NULL
45,Z1667311091,10,1,1,0,0,0,57141,2,36,45,0.459068937972256,0.4591,0,0.4591,0.4591,19.8886,0,10.855612,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1jKGMxMilvYyhbY0hdMilbQ0BIXShbQ0gzXSlbTkhdW0NIMl1jM25vYyhuMylbQ0hdNFtDSDJdW0NIMl1PW0NIMl1bQ0gyXTQ=,OPLS_2005,Z1667311091-3,36_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,c1cccc(c12)oc(c2)[C@H](C)NCc3nc(on3)C4CCOCC4,Z1667311091-2,2_S_3_16_1_28,NULL,NULL,NULL,NULL,NULL,NULL
46,Z1666162089,10,1,1,0,0,0,57141,2,37,46,0,0.0008,0,0.0008,-0,18.71144,0,13.709004,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PW0NIMl1jMW5vYyhuMSlbQ0gyXU4oW0NIMl1bQ0gyXU8yKWMoYzIzKVtjSF1bY0hdYyhuMylbQ0gzXQ==,OPLS_2005,Z1666162089-1,37_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,COCc1nc(on1)CN2CCOc(c23)nc(C)cc3,Z1666162089-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,Z1689508189,10,1,1,0,0,0,57141,2,38,47,0.169937058859911,0.1699,0,0.1699,0.1699,29.89641,0,56.013386,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXVNjMVtjSF1jKENsKVtjSF1bY0hdYzFDKD1PKU4oW0NIMl0yKVtDSDJdW0NASF0oW0NAQEhdMjMpTihbQ0gzXSlbQ0gyXVtDSDJdTzM=,OPLS_2005,Z1689508189-4,38_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-001-in.maegz,c1cc(Cl)cc(SCC)c1C(=O)N(C2)C[C@@H]([C@H]23)OCCN3C,Z1689508189-1,15_S_16_21_14_33,21_S_19_15_22_41,NULL,NULL,NULL,NULL,NULL
48,Z1689508189,10,1,1,1,1,0,57141,2,38,48,1.64578749124566,0.8229,0.8229,0,0.8229,533.2582299999999,0,53.384156,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXVNjMVtjSF1jKENsKVtjSF1bY0hdYzFDKD1PKU4oW0NIMl0yKVtDSDJdW0NASF0oW0NAQEhdMjMpTihbQ0gzXSlbQ0gyXVtDSDJdTzM=,OPLS_2005,Z1689508189-8,38_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_4,phasedb_3-LIGPREP-001-in.maegz,c1cc(Cl)cc(SCC)c1C(=O)N(C2)C[C@@H]([C@@H]23)OCC[N@@H+]3C,Z1689508189-2,15_S_16_21_14_33,19_S_21_18_20_44,21_R_19_15_22_41,NULL,NULL,NULL,NULL
49,Z1772824348,10,1,1,0,0,0,57141,2,39,49,0.00795312069214342,0.008,0,0.008,0.008,70.44895,0,68.245679,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1OKFtDSDNdKWMoYzEyKVtjSF1jKFtjSF1bY0hdMilbTkhdQyg9TylOM1tDSDJdW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTMpQyg9TylbQ0hdNFtDSDJdW0NIMl00,OPLS_2005,Z1772824348-1,39_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,C1CC1C(=O)N2CCCN(CC2)C(=O)Nc(cc3)cc(c34)N(C)CC4,Z1772824348-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
